Squad_Code,Year,Name,Text
011d8c56,2019-2020,Miguel-Angel-Moya,Miguel-Angel-Moya-Match-Logs
30223b33,2019-2020,Antonio-Mirante,Antonio-Mirante-Match-Logs
36c2ca73,2019-2020,Alex-McCarthy,Alex-McCarthy-Match-Logs
cda0b317,2019-2020,Joel-Robles,Joel-Robles-Match-Logs
cf1c23d8,2019-2020,Daniele-Padelli,Daniele-Padelli-Match-Logs
4e7db402,2019-2020,Alban-Lafont,Alban-Lafont-Match-Logs
afb0c500,2019-2020,Alexander-Nubel,Alexander-Nubel-Match-Logs
8f29e08b,2019-2020,Juan-Perez,Juan-Perez-Match-Logs
67669ce7,2019-2020,Aaron-Escandell,Aaron-Escandell-Match-Logs
582a251c,2019-2020,Mauro-Vigorito,Mauro-Vigorito-Match-Logs
d0b3ceb9,2019-2020,Ben-Foster,Ben-Foster-Match-Logs
ecada4fc,2019-2020,Keylor-Navas,Keylor-Navas-Match-Logs
b49729cb,2019-2020,Gautier-Larsonneur,Gautier-Larsonneur-Match-Logs
72be9309,2019-2020,Simone-Colombi,Simone-Colombi-Match-Logs
3a74f92b,2019-2020,Lovre-Kalinic,Lovre-Kalinic-Match-Logs
3cd9e95a,2019-2020,Timo-Horn,Timo-Horn-Match-Logs
dc366c36,2019-2020,Tomas-Koubek,Tomas-Koubek-Match-Logs
dd06d56c,2019-2020,Rafael,Rafael-Match-Logs
4b40d9ca,2019-2020,Nick-Pope,Nick-Pope-Match-Logs
53af52f3,2019-2020,Kasper-Schmeichel,Kasper-Schmeichel-Match-Logs
a111cf41,2019-2020,Juan-Musso,Juan-Musso-Match-Logs
e2d34771,2019-2020,Felix-Wiedwald,Felix-Wiedwald-Match-Logs
8cabdc1e,2019-2020,Andrea-Consigli,Andrea-Consigli-Match-Logs
bfb15d99,2019-2020,Koke-Vegas,Koke-Vegas-Match-Logs
95adf1e1,2019-2020,Enrico-Alfonso,Enrico-Alfonso-Match-Logs
e7ee38c3,2019-2020,Robin-Olsen,Robin-Olsen-Match-Logs
b98cea65,2019-2020,Danijel-Petkovic,Danijel-Petkovic-Match-Logs
343f753a,2019-2020,Luigi-Sepe,Luigi-Sepe-Match-Logs
73683fa9,2019-2020,Diego-Lopez,Diego-Lopez-Match-Logs
be13e5a8,2019-2020,Stefan-Bajic,Stefan-Bajic-Match-Logs
97852360,2019-2020,Fernando-Pacheco,Fernando-Pacheco-Match-Logs
5c4bf6ba,2019-2020,Robin-Zentner,Robin-Zentner-Match-Logs
5f0241b2,2019-2020,Sergio-Rico,Sergio-Rico-Match-Logs
c9cb972b,2019-2020,Jaume-Domenech,Jaume-Domenech-Match-Logs
47064058,2019-2020,Oliver-Baumann,Oliver-Baumann-Match-Logs
45f6f52b,2019-2020,Dennis-Smarsch,Dennis-Smarsch-Match-Logs
d83f8f69,2019-2020,Lucas-Dias,Lucas-Dias-Match-Logs
7d3e7da6,2019-2020,Sven-Ulreich,Sven-Ulreich-Match-Logs
ee8508c0,2019-2020,Jan-Oblak,Jan-Oblak-Match-Logs
8a2248b4,2019-2020,Walter-Benitez,Walter-Benitez-Match-Logs
1840e36d,2019-2020,Thibaut-Courtois,Thibaut-Courtois-Match-Logs
a4995f48,2019-2020,Sergio-Herrera,Sergio-Herrera-Match-Logs
e358587b,2019-2020,Pepe-Reina,Pepe-Reina-Match-Logs
0d422df7,2019-2020,Marco-Silvestri,Marco-Silvestri-Match-Logs
9970da54,2019-2020,Antonio-Sivera,Antonio-Sivera-Match-Logs
4c62d0c8,2019-2020,Mattia-Perin,Mattia-Perin-Match-Logs
8875b8c9,2019-2020,Sergio-Alvarez,Sergio-Alvarez-Match-Logs
58ad9383,2019-2020,Predrag-Rajkovic,Predrag-Rajkovic-Match-Logs
586ef3a3,2019-2020,Nicolas-Lemaitre,Nicolas-Lemaitre-Match-Logs
4e7db402,2020-2021,Alban-Lafont,Alban-Lafont-Match-Logs
ec1f737d,2020-2021,Alessandro-Berardi,Alessandro-Berardi-Match-Logs
cf1c23d8,2020-2021,Daniele-Padelli,Daniele-Padelli-Match-Logs
ab13a5aa,2020-2021,Vicente-Guaita,Vicente-Guaita-Match-Logs
a92ab7be,2020-2021,Mark-Flekken,Mark-Flekken-Match-Logs
e358587b,2020-2021,Pepe-Reina,Pepe-Reina-Match-Logs
a01c3d54,2020-2021,Aitor-Fernandez,Aitor-Fernandez-Match-Logs
58ad9383,2020-2021,Predrag-Rajkovic,Predrag-Rajkovic-Match-Logs
5dcf3e90,2020-2021,Unai-Simon,Unai-Simon-Match-Logs
b056e3da,2020-2021,Ciprian-Tatarusanu,Ciprian-Tatarusanu-Match-Logs
4806ec67,2020-2021,Jordan-Pickford,Jordan-Pickford-Match-Logs
82b1198a,2020-2021,David-Ospina,David-Ospina-Match-Logs
2c127b6f,2020-2021,Wuilker-Farinez,Wuilker-Farinez-Match-Logs
97852360,2020-2021,Fernando-Pacheco,Fernando-Pacheco-Match-Logs
b49729cb,2020-2021,Gautier-Larsonneur,Gautier-Larsonneur-Match-Logs
ac4003af,2020-2021,Marco-Sportiello,Marco-Sportiello-Match-Logs
28dabd43,2020-2021,Paul-Bernardoni,Paul-Bernardoni-Match-Logs
fea23125,2020-2021,David-Gil,David-Gil-Match-Logs
c631f952,2020-2021,Jonas-Omlin,Jonas-Omlin-Match-Logs
d20f088b,2020-2021,Michael-Langer,Michael-Langer-Match-Logs
277da414,2020-2021,Ivan-Provedel,Ivan-Provedel-Match-Logs
649b01d8,2020-2021,Emil-Audero,Emil-Audero-Match-Logs
0f7dbaf6,2020-2021,Jokin-Ezkieta,Jokin-Ezkieta-Match-Logs
ab4449d6,2020-2021,Lukasz-Skorupski,Lukasz-Skorupski-Match-Logs
8f62b6ee,2020-2021,Hugo-Lloris,Hugo-Lloris-Match-Logs
c1d95617,2020-2021,Lorenzo-Montipo,Lorenzo-Montipo-Match-Logs
fbf83734,2020-2021,Matthieu-Dreyer,Matthieu-Dreyer-Match-Logs
a9dc785c,2020-2021,Neto,Neto-Match-Logs
5ee6e943,2020-2021,Marc-Aurele-Caillard,Marc-Aurele-Caillard-Match-Logs
cbac6ec9,2020-2021,Florian-Muller,Florian-Muller-Match-Logs
6f51e382,2020-2021,Marc-Andre-ter-Stegen,Marc-Andre-ter-Stegen-Match-Logs
085e71a7,2020-2021,Bartlomiej-Dragowski,Bartlomiej-Dragowski-Match-Logs
f00de885,2020-2021,Anthony-Lopes,Anthony-Lopes-Match-Logs
e40d028b,2020-2021,Gianluigi-Buffon,Gianluigi-Buffon-Match-Logs
3a949a25,2020-2021,Martin-Dubravka,Martin-Dubravka-Match-Logs
79b0d6a0,2020-2021,Rui-Patricio,Rui-Patricio-Match-Logs
10072610,2020-2021,Claudio-Bravo,Claudio-Bravo-Match-Logs
6385ebfb,2020-2021,Darren-Randolph,Darren-Randolph-Match-Logs
76806215,2020-2021,Yohann-Pele,Yohann-Pele-Match-Logs
0d422df7,2020-2021,Marco-Silvestri,Marco-Silvestri-Match-Logs
cde52ef5,2020-2021,Ivan-Villar,Ivan-Villar-Match-Logs
3bb7b8b4,2020-2021,Ederson,Ederson-Match-Logs
9328b835,2020-2021,Lukasz-Fabianski,Lukasz-Fabianski-Match-Logs
32e7ce92,2020-2021,Loris-Karius,Loris-Karius-Match-Logs
9d12e142,2020-2021,Roman-Burki,Roman-Burki-Match-Logs
17acc2ed,2020-2021,Marek-Rodak,Marek-Rodak-Match-Logs
a0606ae8,2020-2021,Ron-Robert-Zieler,Ron-Robert-Zieler-Match-Logs
8cabdc1e,2020-2021,Andrea-Consigli,Andrea-Consigli-Match-Logs
30223b33,2020-2021,Antonio-Mirante,Antonio-Mirante-Match-Logs
8fa8f8d2,2020-2021,Runar-Alex-Runarsson,Runar-Alex-Runarsson-Match-Logs
6c4776b1,2020-2021,Jeremias-Ledesma,Jeremias-Ledesma-Match-Logs
7a2e46a8,2020-2021,Alisson,Alisson-Match-Logs
6a713852,2020-2021,Robert-Sanchez,Robert-Sanchez-Match-Logs
8fae77ea,2020-2021,Jordi-Masip,Jordi-Masip-Match-Logs
cc70a1d5,2020-2021,Jack-Butland,Jack-Butland-Match-Logs
e4346678,2020-2021,Edgar-Badia,Edgar-Badia-Match-Logs
bcb2ccd8,2020-2021,Peter-Gulacsi,Peter-Gulacsi-Match-Logs
dd06d56c,2020-2021,Rafael,Rafael-Match-Logs
cda0b317,2020-2021,Joel-Robles,Joel-Robles-Match-Logs
ea83bfa6,2020-2021,Rui-Silva,Rui-Silva-Match-Logs
ce17b5eb,2020-2021,Kevin-Trapp,Kevin-Trapp-Match-Logs
e608ed4c,2020-2021,David-Button,David-Button-Match-Logs
c4173f1a,2020-2021,Vito-Mannone,Vito-Mannone-Match-Logs
326d09ef,2020-2021,Nicolas-Andrade,Nicolas-Andrade-Match-Logs
7fe12375,2020-2021,Andreas-Luthe,Andreas-Luthe-Match-Logs
625c144a,2020-2021,Geronimo-Rulli,Geronimo-Rulli-Match-Logs
9321b8ed,2020-2021,Niklas-Lomb,Niklas-Lomb-Match-Logs
a4527d33,2020-2021,Eiji-Kawashima,Eiji-Kawashima-Match-Logs
a111cf41,2020-2021,Juan-Musso,Juan-Musso-Match-Logs
82328faf,2020-2021,Daniel-Fuzato,Daniel-Fuzato-Match-Logs
967f34d3,2020-2021,Ruben-Blanco,Ruben-Blanco-Match-Logs
e4b39692,2020-2021,Niccolo-Manfredini,Niccolo-Manfredini-Match-Logs
bcf1b2e9,2020-2021,Baptiste-Reynet,Baptiste-Reynet-Match-Logs
8f8c6934,2020-2021,David-Soria,David-Soria-Match-Logs
e1846dde,2020-2021,Cardenas,Cardenas-Match-Logs
4b40d9ca,2020-2021,Nick-Pope,Nick-Pope-Match-Logs
420c18a1,2020-2021,Yann-Sommer,Yann-Sommer-Match-Logs
94084f83,2020-2021,Alberto-Cifuentes,Alberto-Cifuentes-Match-Logs
466fb2c5,2020-2021,Aaron-Ramsdale,Aaron-Ramsdale-Match-Logs
ecada4fc,2020-2021,Keylor-Navas,Keylor-Navas-Match-Logs
ba3ca78f,2020-2021,Roberto,Roberto-Match-Logs
4879f8cb,2020-2021,Bailey-Peacock-Farrell,Bailey-Peacock-Farrell-Match-Logs
2434f24a,2020-2021,Benoit-Costil,Benoit-Costil-Match-Logs
67669ce7,2020-2021,Aaron-Escandell,Aaron-Escandell-Match-Logs
17376543,2020-2021,Rafal-Gikiewicz,Rafal-Gikiewicz-Match-Logs
96640846,2020-2021,Samir-Ujkani,Samir-Ujkani-Match-Logs
8758ddf4,2020-2021,Elias-Bordner,Elias-Bordner-Match-Logs
9f0ea33f,2020-2021,Sergio-Asenjo,Sergio-Asenjo-Match-Logs
667b65da,2020-2021,Etienne-Green,Etienne-Green-Match-Logs
27d2618c,2020-2021,Rune-Jarstein,Rune-Jarstein-Match-Logs
3814120d,2020-2021,Bingourou-Kamara,Bingourou-Kamara-Match-Logs
2d70dbe5,2020-2021,Paul-Nardi,Paul-Nardi-Match-Logs
3e1550ee,2020-2021,Scott-Carson,Scott-Carson-Match-Logs
b052b8bf,2020-2021,Saturnin-Allagbe,Saturnin-Allagbe-Match-Logs
28a65a2c,2020-2021,Jessy-Moulin,Jessy-Moulin-Match-Logs
cde3309f,2020-2021,Karl-Darlow,Karl-Darlow-Match-Logs
a70b8345,2020-2021,Frederik-Ronnow,Frederik-Ronnow-Match-Logs
0d55d942,2020-2021,Alexander-Schwolow,Alexander-Schwolow-Match-Logs
cecbce23,2020-2021,Alfred-Gomis,Alfred-Gomis-Match-Logs
58bc7d18,2020-2021,Kiko-Casilla,Kiko-Casilla-Match-Logs
ae7d0ecd,2020-2021,Alexandre-Oukidja,Alexandre-Oukidja-Match-Logs
28d596a0,2020-2021,Kepa-Arrizabalaga,Kepa-Arrizabalaga-Match-Logs
9970da54,2020-2021,Antonio-Sivera,Antonio-Sivera-Match-Logs
728e9b2e,2020-2021,Joao-Virginia,Joao-Virginia-Match-Logs
2f965a72,2020-2021,Alphonse-Areola,Alphonse-Areola-Match-Logs
4535e4bb,2020-2021,Mathew-Ryan,Mathew-Ryan-Match-Logs
380a15e2,2020-2021,Dimitry-Bertaud,Dimitry-Bertaud-Match-Logs
63d17038,2020-2021,Paulo-Gazzaniga,Paulo-Gazzaniga-Match-Logs
3cd9e95a,2020-2021,Timo-Horn,Timo-Horn-Match-Logs
a179d516,2020-2021,Willy-Caballero,Willy-Caballero-Match-Logs
c89e8aae,2020-2021,Pavao-Pervan,Pavao-Pervan-Match-Logs
8778c910,2020-2021,Manuel-Neuer,Manuel-Neuer-Match-Logs
8a2248b4,2020-2021,Walter-Benitez,Walter-Benitez-Match-Logs
c195ae4a,2020-2021,Marco-Festa,Marco-Festa-Match-Logs
374ee424,2020-2021,Alex-Remiro,Alex-Remiro-Match-Logs
9fa26bc2,2020-2021,Vanja-Milinkovic-Savic,Vanja-Milinkovic-Savic-Match-Logs
e7ee38c3,2020-2021,Robin-Olsen,Robin-Olsen-Match-Logs
fcb38f57,2020-2021,Mike-Maignan,Mike-Maignan-Match-Logs
9413b19f,2020-2021,Alex-Meret,Alex-Meret-Match-Logs
c9cb972b,2020-2021,Jaume-Domenech,Jaume-Domenech-Match-Logs
67f649be,2020-2021,Ionut-Radu,Ionut-Radu-Match-Logs
e5a76dfe,2020-2021,Dean-Henderson,Dean-Henderson-Match-Logs
8f29e08b,2020-2021,Juan-Perez,Juan-Perez-Match-Logs
cc1a0c57,2020-2021,Jeroen-Zoet,Jeroen-Zoet-Match-Logs
9e5708be,2020-2021,Sam-Johnstone,Sam-Johnstone-Match-Logs
4dea2f2c,2020-2021,Gian-Crespi,Gian-Crespi-Match-Logs
f0f7f62f,2020-2021,Pierluigi-Gollini,Pierluigi-Gollini-Match-Logs
11d8aff0,2020-2021,Josep-Martinez,Josep-Martinez-Match-Logs
6b625ac2,2020-2021,Illan-Meslier,Illan-Meslier-Match-Logs
c73ada83,2020-2021,Will-Norris,Will-Norris-Match-Logs
f554e29b,2020-2021,Alessio-Cragno,Alessio-Cragno-Match-Logs
20de219a,2020-2021,Radoslaw-Majecki,Radoslaw-Majecki-Match-Logs
e66ebabb,2020-2021,Alex-Cordaz,Alex-Cordaz-Match-Logs
20b9f052,2020-2021,Pau-Lopez,Pau-Lopez-Match-Logs
6662d731,2020-2021,Federico-Ravaglia,Federico-Ravaglia-Match-Logs
24279b8b,2020-2021,Ruben,Ruben-Match-Logs
47064058,2020-2021,Oliver-Baumann,Oliver-Baumann-Match-Logs
343f753a,2020-2021,Luigi-Sepe,Luigi-Sepe-Match-Logs
7956236f,2020-2021,Emiliano-Martinez,Emiliano-Martinez-Match-Logs
5c4bf6ba,2020-2021,Robin-Zentner,Robin-Zentner-Match-Logs
ad3389d5,2020-2021,Lukas-Hradecky,Lukas-Hradecky-Match-Logs
36c2ca73,2020-2021,Alex-McCarthy,Alex-McCarthy-Match-Logs
62d7ef38,2020-2021,Caoimhin-Kelleher,Caoimhin-Kelleher-Match-Logs
53af52f3,2020-2021,Kasper-Schmeichel,Kasper-Schmeichel-Match-Logs
f6a06749,2020-2021,Carlo-Pinsoglio,Carlo-Pinsoglio-Match-Logs
42130443,2020-2021,Zack-Steffen,Zack-Steffen-Match-Logs
18736214,2020-2021,Angelo-da-Costa-Junior,Angelo-da-Costa-Junior-Match-Logs
4a6914ff,2020-2021,Karlo-Letica,Karlo-Letica-Match-Logs
08f5afaa,2020-2021,Gianluigi-Donnarumma,Gianluigi-Donnarumma-Match-Logs
ee8508c0,2020-2021,Jan-Oblak,Jan-Oblak-Match-Logs
41bd99ea,2020-2021,Simone-Scuffet,Simone-Scuffet-Match-Logs
f127d782,2020-2021,Alvaro-Fernandez,Alvaro-Fernandez-Match-Logs
cd59b9df,2020-2021,Gregor-Kobel,Gregor-Kobel-Match-Logs
457cb02f,2020-2021,Ivor-Pandur,Ivor-Pandur-Match-Logs
7b456af7,2020-2021,Tomas-Vaclik,Tomas-Vaclik-Match-Logs
2628fd2b,2020-2021,Bernd-Leno,Bernd-Leno-Match-Logs
01b8a2b2,2020-2021,Wojciech-Szczesny,Wojciech-Szczesny-Match-Logs
c1242d4e,2020-2021,Stefan-Ortega,Stefan-Ortega-Match-Logs
94a3606c,2020-2021,Alberto-Paleari,Alberto-Paleari-Match-Logs
c41f7379,2020-2021,Philipp-Pentke,Philipp-Pentke-Match-Logs
4c62d0c8,2020-2021,Mattia-Perin,Mattia-Perin-Match-Logs
b1e5bbec,2020-2021,Angel,Angel-Match-Logs
dee3013b,2020-2021,Finn-Dahmen,Finn-Dahmen-Match-Logs
e1b0a70d,2020-2021,Pietro-Terracciano,Pietro-Terracciano-Match-Logs
f794b426,2020-2021,Federico-Marchetti,Federico-Marchetti-Match-Logs
2b9b37b2,2020-2021,Sebastien-Cibois,Sebastien-Cibois-Match-Logs
bfb15d99,2020-2021,Koke-Vegas,Koke-Vegas-Match-Logs
5f0241b2,2020-2021,Sergio-Rico,Sergio-Rico-Match-Logs
da8b19e2,2020-2021,John-Ruddy,John-Ruddy-Match-Logs
7033ca08,2020-2021,Manuel-Gasparini,Manuel-Gasparini-Match-Logs
0a1cb833,2020-2021,Jiri-Pavlenka,Jiri-Pavlenka-Match-Logs
db87a2c4,2020-2021,Marcin-Bulka,Marcin-Bulka-Match-Logs
7ba6d84e,2020-2021,David-de-Gea,David-de-Gea-Match-Logs
0d8a37c2,2020-2021,Tobias-Sippel,Tobias-Sippel-Match-Logs
77d6fd4d,2020-2021,Guglielmo-Vicario,Guglielmo-Vicario-Match-Logs
edbe46dc,2020-2021,Jean-Louis-Leca,Jean-Louis-Leca-Match-Logs
f76e6b4e,2020-2021,Adrian,Adrian-Match-Logs
61bb7498,2020-2021,Yoel,Yoel-Match-Logs
eedea60b,2020-2021,Yehvann-Diouf,Yehvann-Diouf-Match-Logs
1d2d5cc8,2020-2021,Steve-Mandanda,Steve-Mandanda-Match-Logs
33887998,2020-2021,Edouard-Mendy,Edouard-Mendy-Match-Logs
2fa2a875,2020-2021,Benjamin-Lecomte,Benjamin-Lecomte-Match-Logs
72be9309,2020-2021,Simone-Colombi,Simone-Colombi-Match-Logs
f058ed1f,2020-2021,Gianluca-Pegolo,Gianluca-Pegolo-Match-Logs
1e43fad8,2020-2021,Ralf-Fahrmann,Ralf-Fahrmann-Match-Logs
339fe0e8,2020-2021,Thomas-Strakosha,Thomas-Strakosha-Match-Logs
834b5c4c,2020-2021,Matz-Sels,Matz-Sels-Match-Logs
1840e36d,2020-2021,Thibaut-Courtois,Thibaut-Courtois-Match-Logs
74419746,2020-2021,Samir-Handanovic,Samir-Handanovic-Match-Logs
2e7ff968,2020-2021,Marwin-Hitz,Marwin-Hitz-Match-Logs
afb0c500,2020-2021,Alexander-Nubel,Alexander-Nubel-Match-Logs
be13e5a8,2020-2021,Stefan-Bajic,Stefan-Bajic-Match-Logs
f6798fc3,2020-2021,Yassine-Bounou,Yassine-Bounou-Match-Logs
10dc46f0,2020-2021,Salvatore-Sirigu,Salvatore-Sirigu-Match-Logs
74733221,2020-2021,Romain-Salin,Romain-Salin-Match-Logs
c3e39f12,2020-2021,Fraser-Forster,Fraser-Forster-Match-Logs
04ac8285,2020-2021,Jasper-Cillessen,Jasper-Cillessen-Match-Logs
37998008,2020-2021,Lennart-Grill,Lennart-Grill-Match-Logs
ac295d9e,2020-2021,Marko-Dmitrovic,Marko-Dmitrovic-Match-Logs
d28339cb,2020-2021,Fabian-Bredlow,Fabian-Bredlow-Match-Logs
db401046,2020-2021,Koen-Casteels,Koen-Casteels-Match-Logs
307fcd26,2020-2021,Andres-Fernandez,Andres-Fernandez-Match-Logs
a4995f48,2020-2021,Sergio-Herrera,Sergio-Herrera-Match-Logs
abc06eb3,2020-2021,Anthony-Racioppi,Anthony-Racioppi-Match-Logs
039ae103,2020-2021,Ruben-Yanez,Ruben-Yanez-Match-Logs
58ad9383,2021-2022,Predrag-Rajkovic,Predrag-Rajkovic-Match-Logs
7b4de647,2021-2022,Asmir-Begovic,Asmir-Begovic-Match-Logs
7fe12375,2021-2022,Andreas-Luthe,Andreas-Luthe-Match-Logs
c1d95617,2021-2022,Lorenzo-Montipo,Lorenzo-Montipo-Match-Logs
e4346678,2021-2022,Edgar-Badia,Edgar-Badia-Match-Logs
8cabdc1e,2021-2022,Andrea-Consigli,Andrea-Consigli-Match-Logs
3f034750,2021-2022,Ivo-Grbic,Ivo-Grbic-Match-Logs
d28339cb,2021-2022,Fabian-Bredlow,Fabian-Bredlow-Match-Logs
17376543,2021-2022,Rafal-Gikiewicz,Rafal-Gikiewicz-Match-Logs
53e494ec,2021-2022,Luca-Gemello,Luca-Gemello-Match-Logs
649b01d8,2021-2022,Emil-Audero,Emil-Audero-Match-Logs
8a2248b4,2021-2022,Walter-Benitez,Walter-Benitez-Match-Logs
a70b8345,2021-2022,Frederik-Ronnow,Frederik-Ronnow-Match-Logs
a2565f79,2021-2022,Vincenzo-Fiorillo,Vincenzo-Fiorillo-Match-Logs
8f29e08b,2021-2022,Juan-Perez,Juan-Perez-Match-Logs
8f62b6ee,2021-2022,Hugo-Lloris,Hugo-Lloris-Match-Logs
82b1198a,2021-2022,David-Ospina,David-Ospina-Match-Logs
e082af5b,2021-2022,Angus-Gunn,Angus-Gunn-Match-Logs
f6a06749,2021-2022,Carlo-Pinsoglio,Carlo-Pinsoglio-Match-Logs
0dfce079,2021-2022,Boris-Radunovic,Boris-Radunovic-Match-Logs
a9a6fc08,2021-2022,Benjamin-Uphoff,Benjamin-Uphoff-Match-Logs
3d214e5f,2021-2022,Marco-Bizot,Marco-Bizot-Match-Logs
4806ec67,2021-2022,Jordan-Pickford,Jordan-Pickford-Match-Logs
f00de885,2021-2022,Anthony-Lopes,Anthony-Lopes-Match-Logs
9f0ea33f,2021-2022,Sergio-Asenjo,Sergio-Asenjo-Match-Logs
f23f9d20,2021-2022,Tim-Krul,Tim-Krul-Match-Logs
605eb473,2021-2022,Manolo-Reina,Manolo-Reina-Match-Logs
ab13a5aa,2021-2022,Vicente-Guaita,Vicente-Guaita-Match-Logs
5dcf3e90,2021-2022,Unai-Simon,Unai-Simon-Match-Logs
cecbce23,2021-2022,Alfred-Gomis,Alfred-Gomis-Match-Logs
47064058,2021-2022,Oliver-Baumann,Oliver-Baumann-Match-Logs
9413b19f,2021-2022,Alex-Meret,Alex-Meret-Match-Logs
1e26e376,2021-2022,Sergio-Romero,Sergio-Romero-Match-Logs
c9cb972b,2021-2022,Jaume-Domenech,Jaume-Domenech-Match-Logs
79b0d6a0,2021-2022,Rui-Patricio,Rui-Patricio-Match-Logs
e1846dde,2021-2022,Cardenas,Cardenas-Match-Logs
b5bdf144,2021-2022,Oier-Olazabal,Oier-Olazabal-Match-Logs
ee833569,2021-2022,Etrit-Berisha,Etrit-Berisha-Match-Logs
667b65da,2021-2022,Etienne-Green,Etienne-Green-Match-Logs
42130443,2021-2022,Zack-Steffen,Zack-Steffen-Match-Logs
3cd9e95a,2021-2022,Timo-Horn,Timo-Horn-Match-Logs
74419746,2021-2022,Samir-Handanovic,Samir-Handanovic-Match-Logs
a4527d33,2021-2022,Eiji-Kawashima,Eiji-Kawashima-Match-Logs
343f753a,2021-2022,Luigi-Sepe,Luigi-Sepe-Match-Logs
ab4449d6,2021-2022,Lukasz-Skorupski,Lukasz-Skorupski-Match-Logs
86314793,2021-2022,Marius-Funk,Marius-Funk-Match-Logs
f6798fc3,2021-2022,Yassine-Bounou,Yassine-Bounou-Match-Logs
0d55d942,2021-2022,Alexander-Schwolow,Alexander-Schwolow-Match-Logs
3bb7b8b4,2021-2022,Ederson,Ederson-Match-Logs
edbe46dc,2021-2022,Jean-Louis-Leca,Jean-Louis-Leca-Match-Logs
33887998,2021-2022,Edouard-Mendy,Edouard-Mendy-Match-Logs
2628fd2b,2021-2022,Bernd-Leno,Bernd-Leno-Match-Logs
30061f53,2021-2022,Dominik-Greif,Dominik-Greif-Match-Logs
1840e36d,2021-2022,Thibaut-Courtois,Thibaut-Courtois-Match-Logs
36c2ca73,2021-2022,Alex-McCarthy,Alex-McCarthy-Match-Logs
afb0c500,2021-2022,Alexander-Nubel,Alexander-Nubel-Match-Logs
fcb38f57,2021-2022,Mike-Maignan,Mike-Maignan-Match-Logs
98ea5115,2021-2022,David-Raya,David-Raya-Match-Logs
a2c1a8d3,2021-2022,Julen-Agirrezabala,Julen-Agirrezabala-Match-Logs
2e7ff968,2021-2022,Marwin-Hitz,Marwin-Hitz-Match-Logs
4c62d0c8,2021-2022,Mattia-Perin,Mattia-Perin-Match-Logs
ac4003af,2021-2022,Marco-Sportiello,Marco-Sportiello-Match-Logs
cde3309f,2021-2022,Karl-Darlow,Karl-Darlow-Match-Logs
ad3389d5,2021-2022,Lukas-Hradecky,Lukas-Hradecky-Match-Logs
9e17ccff,2021-2022,Dogan-Alemdar,Dogan-Alemdar-Match-Logs
04ac8285,2021-2022,Jasper-Cillessen,Jasper-Cillessen-Match-Logs
ad263695,2021-2022,Nicola-Bagnolini,Nicola-Bagnolini-Match-Logs
4f8ce0e1,2021-2022,Vid-Belec,Vid-Belec-Match-Logs
96fcd380,2021-2022,Alexandre-Letellier,Alexandre-Letellier-Match-Logs
ecada4fc,2021-2022,Keylor-Navas,Keylor-Navas-Match-Logs
ac295d9e,2021-2022,Marko-Dmitrovic,Marko-Dmitrovic-Match-Logs
10dc46f0,2021-2022,Salvatore-Sirigu,Salvatore-Sirigu-Match-Logs
9970da54,2021-2022,Antonio-Sivera,Antonio-Sivera-Match-Logs
fbf83734,2021-2022,Matthieu-Dreyer,Matthieu-Dreyer-Match-Logs
c252c705,2021-2022,Gaetan-Poussin,Gaetan-Poussin-Match-Logs
4b40d9ca,2021-2022,Nick-Pope,Nick-Pope-Match-Logs
5584552e,2021-2022,Marcel-Lotka,Marcel-Lotka-Match-Logs
374ee424,2021-2022,Alex-Remiro,Alex-Remiro-Match-Logs
20b9f052,2021-2022,Pau-Lopez,Pau-Lopez-Match-Logs
7a2e46a8,2021-2022,Alisson,Alisson-Match-Logs
b6160ad0,2021-2022,Matias-Dituro,Matias-Dituro-Match-Logs
ea83bfa6,2021-2022,Rui-Silva,Rui-Silva-Match-Logs
277da414,2021-2022,Ivan-Provedel,Ivan-Provedel-Match-Logs
0d422df7,2021-2022,Marco-Silvestri,Marco-Silvestri-Match-Logs
d0b3ceb9,2021-2022,Ben-Foster,Ben-Foster-Match-Logs
2f965a72,2021-2022,Alphonse-Areola,Alphonse-Areola-Match-Logs
ec1f737d,2021-2022,Alessandro-Berardi,Alessandro-Berardi-Match-Logs
e1b0a70d,2021-2022,Pietro-Terracciano,Pietro-Terracciano-Match-Logs
d7a35008,2021-2022,Nicola-Ravaglia,Nicola-Ravaglia-Match-Logs
5c4bf6ba,2021-2022,Robin-Zentner,Robin-Zentner-Match-Logs
9fa26bc2,2021-2022,Vanja-Milinkovic-Savic,Vanja-Milinkovic-Savic-Match-Logs
c3e39f12,2021-2022,Fraser-Forster,Fraser-Forster-Match-Logs
37998008,2021-2022,Lennart-Grill,Lennart-Grill-Match-Logs
c41f7379,2021-2022,Philipp-Pentke,Philipp-Pentke-Match-Logs
3a949a25,2021-2022,Martin-Dubravka,Martin-Dubravka-Match-Logs
62d7ef38,2021-2022,Caoimhin-Kelleher,Caoimhin-Kelleher-Match-Logs
420c18a1,2021-2022,Yann-Sommer,Yann-Sommer-Match-Logs
8f8c6934,2021-2022,David-Soria,David-Soria-Match-Logs
73683fa9,2021-2022,Diego-Lopez,Diego-Lopez-Match-Logs
0d8a37c2,2021-2022,Tobias-Sippel,Tobias-Sippel-Match-Logs
924ff27e,2021-2022,Leonardo-Roman,Leonardo-Roman-Match-Logs
